literal	pos	family	voice	note	source	confidence
我校	u			no-source	fallback	low
我生	u			no-source	fallback	low
我病	u			no-source	fallback	low
我碌	u			no-source	fallback	low
我算	u			no-source	fallback	low
我線	u			no-source	fallback	low
我鐘	u			no-source	fallback	low
戲飛	u			no-source	fallback	low
戳	v			cow-single	cow	medium
房麗晶	u			no-source	fallback	low
所羅門國	u			no-source	fallback	low
打入	u			no-source	fallback	low
打去	u			no-source	fallback	low
打底	u			no-source	fallback	low
打聽	v			cow-single	cow	medium
打風	u			no-source	fallback	low
抗體	n			cow-single	cow	medium
抽到	u			no-source	fallback	low
拉西	u			no-source	fallback	low
拍門	u			no-source	fallback	low
拖手	u			no-source	fallback	low
拼	v			cow-single	cow	medium
挫折	n			cow-single	cow	medium
提默	u			no-source	fallback	low
插口	u			no-source	fallback	low
搞嘢	u			no-source	fallback	low
搭訕	v			cow-single	cow	medium
撕爛	u			no-source	fallback	low
播出	u			no-source	fallback	low
擊退	u			no-source	fallback	low
擢	u			no-source	fallback	low
擺到	u			no-source	fallback	low
支香	u			no-source	fallback	low
收好	u			no-source	fallback	low
收購	n			cow-single	cow	medium
改個	u			no-source	fallback	low
改寫	u			no-source	fallback	low
放火	n,v			cow-multi	cow	medium
敗壞	n,v			cow-multi	cow	medium
教到	u			no-source	fallback	low
教官	u			no-source	fallback	low
敬	u			no-source	fallback	low
整架	u			no-source	fallback	low
敷	v			cow-single	cow	medium
數一數二	u			no-source	fallback	low
文科	u			no-source	fallback	low
旨意	u			no-source	fallback	low
時不時	u			no-source	fallback	low
智力	n			cow-single	cow	medium
智商	n			cow-single	cow	medium
暑期	u			no-source	fallback	low
暖流	u			no-source	fallback	low
更需要	u			no-source	fallback	low
書本	u			no-source	fallback	low
會會	u			no-source	fallback	low
朕	u			no-source	fallback	low
望遠鏡	n			cow-single	cow	medium
朦朧	n			cow-single	cow	medium
未答	u			no-source	fallback	low
朱	u			no-source	fallback	low
李宛兒	u			no-source	fallback	low
村落	u			no-source	fallback	low
林綺雯	u			no-source	fallback	low
枝長	u			no-source	fallback	low
某某	u			no-source	fallback	low
柑	u			no-source	fallback	low
柒到	u			no-source	fallback	low
染上	u			no-source	fallback	low
柱子	n			cow-single	cow	medium
條春	u			no-source	fallback	low
條條	u			no-source	fallback	low
條龍	u			no-source	fallback	low
棉	n			cow-single	cow	medium
棋	u			no-source	fallback	low
楊	u			no-source	fallback	low
楊清雪	u			no-source	fallback	low
楓葉	u			no-source	fallback	low
構造	n,v			cow-multi	cow	medium
歐遊	u			no-source	fallback	low
正宗	a			cow-single	cow	medium
正版	u			no-source	fallback	low
正要	u			no-source	fallback	low
步驟	n			cow-single	cow	medium
死得	u			no-source	fallback	low
殻	u			no-source	fallback	low
毆	u			no-source	fallback	low
比卡	u			no-source	fallback	low
氣溫	u			no-source	fallback	low
水流	n			cow-single	cow	medium
決鬥	n			cow-single	cow	medium
沁	u			no-source	fallback	low
沾污	v			cow-single	cow	medium
況倩宜	u			no-source	fallback	low
法術	u			no-source	fallback	low
活生生	u			no-source	fallback	low
海鮮	u			no-source	fallback	low
消磨	v			cow-single	cow	medium
深藍色	n			cow-single	cow	medium
混入	v			cow-single	cow	medium
測	u			no-source	fallback	low
滋	u			no-source	fallback	low
滋潤	u			no-source	fallback	low
滴落	u			no-source	fallback	low
滿臉	u			no-source	fallback	low
漿	n			cow-single	cow	medium
潛伏	n,v			cow-multi	cow	medium
激死	u			no-source	fallback	low
激發	v			cow-single	cow	medium
火海	u			no-source	fallback	low
無影	u			no-source	fallback	low
無電	u			no-source	fallback	low
照亮	v			cow-single	cow	medium
熙	u			no-source	fallback	low
熱褲	u			no-source	fallback	low
爭吵	n,v			cow-multi	cow	medium
爸呀媽	u			no-source	fallback	low
物種	n			cow-single	cow	medium
玉玲瓏	u			no-source	fallback	low
理科	u			no-source	fallback	low
用腳	u			no-source	fallback	low
用食	u			no-source	fallback	low
男仔頭	u			no-source	fallback	low
男家	u			no-source	fallback	low
留得	u			no-source	fallback	low
番工	u			no-source	fallback	low
當我仲	u			no-source	fallback	low
發姣	u			no-source	fallback	low
發展空間	u			no-source	fallback	low
發軟	u			no-source	fallback	low
皇室	n			cow-single	cow	medium
皓峰	u			no-source	fallback	low
直路	u			no-source	fallback	low
眼白	u			no-source	fallback	low
着成	u			no-source	fallback	low
睡意	n			cow-single	cow	medium
知得	u			no-source	fallback	low
社區	u			no-source	fallback	low
秉	u			no-source	fallback	low
空空	u			no-source	fallback	low
第二條	u			no-source	fallback	low
策略	n			cow-single	cow	medium
米蘭	u			no-source	fallback	low
細路哥	u			no-source	fallback	low
緊架	u			no-source	fallback	low
總要	u			no-source	fallback	low
繁忙	n			cow-single	cow	medium
繽紛	u			no-source	fallback	low
翅	n			cow-single	cow	medium
老伯	u			no-source	fallback	low
老子	u			no-source	fallback	low
而軒	u			no-source	fallback	low
耶和華	u			no-source	fallback	low
聯邦	n			cow-single	cow	medium
聰	u			no-source	fallback	low
聲話	u			no-source	fallback	low
職責	n			cow-single	cow	medium
肚仔	u			no-source	fallback	low
股份	n			cow-single	cow	medium
股價	u			no-source	fallback	low
肢體	u			no-source	fallback	low
肥龍同	u			no-source	fallback	low
胸肌	u			no-source	fallback	low
腥	u			no-source	fallback	low
腫瘤	n			cow-single	cow	medium
舉行	v			cow-single	cow	medium
舊嘢	u			no-source	fallback	low
芒果	n			cow-single	cow	medium
花樽	u			no-source	fallback	low
茉莉	n			cow-single	cow	medium
荷蘭	u			no-source	fallback	low
萬聖節	n			cow-single	cow	medium
落幕	u			no-source	fallback	low
落機	u			no-source	fallback	low
落海	u			no-source	fallback	low
葵涌	u			no-source	fallback	low
蒂	u			no-source	fallback	low
藍天白	u			no-source	fallback	low
蠟	n			cow-single	cow	medium
行完	v			verb-suffix	heuristic	medium
衝刺	v			cow-single	cow	medium
衝咗	u			no-source	fallback	low
表明	v			cow-single	cow	medium
補返	u			no-source	fallback	low
裝飯	u			no-source	fallback	low
複製	n,v			cow-multi	cow	medium
要嚟	u			no-source	fallback	low
視力	n			cow-single	cow	medium
話知	u			no-source	fallback	low
該位	u			no-source	fallback	low
認輸	u			no-source	fallback	low
誓	u			no-source	fallback	low
課堂	n			cow-single	cow	medium
調教	u			no-source	fallback	low
諸葛象講	u			no-source	fallback	low
諾言	n			cow-single	cow	medium
講嚟	u			no-source	fallback	low
警惕	n,v			cow-multi	cow	medium
警犬	n			cow-single	cow	medium
護髮	u			no-source	fallback	low
變喪屍	u			no-source	fallback	low
財務	u			no-source	fallback	low
買定	u			no-source	fallback	low
買架	u			no-source	fallback	low
越少	u			no-source	fallback	low
路程	u			no-source	fallback	low
車子	u			no-source	fallback	low
車行	u			no-source	fallback	low
軟化	n			cow-single	cow	medium
辦事	u			no-source	fallback	low
返低	u			no-source	fallback	low
返緊	u			no-source	fallback	low
返部	u			no-source	fallback	low
追蹤	n,v			cow-multi	cow	medium
通緝	u			no-source	fallback	low
速蟲	u			no-source	fallback	low
連一	u			no-source	fallback	low
連累	n,v			cow-multi	cow	medium
逼近	v			cow-single	cow	medium
遊覽	n,v			cow-multi	cow	medium
運河	n			cow-single	cow	medium
運送	v			cow-single	cow	medium
過下	u			no-source	fallback	low
過啦	u			no-source	fallback	low
過架	u			no-source	fallback	low
道行	u			no-source	fallback	low
邱淳	u			no-source	fallback	low
郁下	u			no-source	fallback	low
酥	u			no-source	fallback	low
醫好	u			no-source	fallback	low
金光	u			no-source	fallback	low
金牌	n			cow-single	cow	medium
金鈴	u			no-source	fallback	low
鏡子	n			cow-single	cow	medium
鐵欄	u			no-source	fallback	low
門鎖	n			cow-single	cow	medium
開懷	u			no-source	fallback	low
開路	u			no-source	fallback	low
閑	u			no-source	fallback	low
阿景	u			no-source	fallback	low
陸瑞基	u			no-source	fallback	low
隔日	u			no-source	fallback	low
雙面	u			no-source	fallback	low
雜種	n			cow-single	cow	medium
雞皮	u			no-source	fallback	low
電源	u			no-source	fallback	low
電訊	u			no-source	fallback	low
靈氣	u			no-source	fallback	low
面度	u			no-source	fallback	low
面都	u			no-source	fallback	low
革命	n,v			cow-multi	cow	medium
順理成章	u			no-source	fallback	low
領域	n			cow-single	cow	medium
領導	n			cow-single	cow	medium
領悟	u			no-source	fallback	low
顏料	n			cow-single	cow	medium
風球	u			no-source	fallback	low
風頭	u			no-source	fallback	low
飛碟	u			no-source	fallback	low
食脆	u			no-source	fallback	low
飲緊	u			no-source	fallback	low
養老保險	u			no-source	fallback	low
養魚	u			no-source	fallback	low
餐飯	u			no-source	fallback	low
驚覺	u			no-source	fallback	low
驢	n			cow-single	cow	medium
體型	u			no-source	fallback	low
鬼王	u			no-source	fallback	low
魂魄	n			cow-single	cow	medium
魍	u			no-source	fallback	low
麗葉	u			no-source	fallback	low
麗麗	u			no-source	fallback	low
黑狗	u			no-source	fallback	low
點叫	u			no-source	fallback	low
點得	u			no-source	fallback	low
點架	u			no-source	fallback	low
半決賽	u			no-source	fallback	low
嚴格按照	u			no-source	fallback	low
大家分享	u			no-source	fallback	low
涉足	u			no-source	fallback	low
管理模式	n			len4-noun-heuristic	heuristic	medium
綠洲	u			no-source	fallback	low
這一段	u			no-source	fallback	low
速度快	u			no-source	fallback	low
部電影	u			no-source	fallback	low
重倉	u			no-source	fallback	low
鋁合金	u			no-source	fallback	low
二線	u			no-source	fallback	low
再買	u			no-source	fallback	low
同桌	u			no-source	fallback	low
四海	u			no-source	fallback	low
居委會	u			no-source	fallback	low
氨基酸	n			cow-single	cow	medium
清淨	u			no-source	fallback	low
牢固	u			no-source	fallback	low
節前	u			no-source	fallback	low
自以爲是	u			no-source	fallback	low
詳細介紹	u			no-source	fallback	low
閆	u			no-source	fallback	low
不喝	u			no-source	fallback	low
所提供	u			no-source	fallback	low
熊市	u			no-source	fallback	low
真快	u			no-source	fallback	low
竈頭	u			no-source	fallback	low
等離子	u			no-source	fallback	low
紀實	u			no-source	fallback	low
處男	u			no-source	fallback	low
託福	u			no-source	fallback	low
院子裏	u			no-source	fallback	low
韓語	u			no-source	fallback	low
騙我	u			no-source	fallback	low
中鐵	u			no-source	fallback	low
印章	u			no-source	fallback	low
吸附	n,v			cow-multi	cow	medium
好日子	u			no-source	fallback	low
宮廷	n			cow-single	cow	medium
樂團	n			cow-single	cow	medium
瞎說	u			no-source	fallback	low
築	u			no-source	fallback	low
羅納爾多	u			no-source	fallback	low
視聽	u			no-source	fallback	low
開發者	u			no-source	fallback	low
三代	u			no-source	fallback	low
五分鐘	u			no-source	fallback	low
可以達到	u			no-source	fallback	low
國安	u			no-source	fallback	low
廣泛應用	u			no-source	fallback	low
才叫	u			no-source	fallback	low
濱海	u			no-source	fallback	low
砸了	u			no-source	fallback	low
硬是	u			no-source	fallback	low
老先生	u			no-source	fallback	low
華山	u			no-source	fallback	low
下半場	n			cow-single	cow	medium
例會	u			no-source	fallback	low
只做	u			no-source	fallback	low
外匯儲備	u			no-source	fallback	low
天數	u			no-source	fallback	low
很帥	u			no-source	fallback	low
很辛苦	u			no-source	fallback	low
我也有	u			no-source	fallback	low
整形	n			cow-single	cow	medium
條目	u			no-source	fallback	low
機頂盒	u			no-source	fallback	low
檢察機關	u			no-source	fallback	low
沒過	u			no-source	fallback	low
甯	u			no-source	fallback	low
發愁	u			no-source	fallback	low
芝加哥	u			no-source	fallback	low
走過去	u			no-source	fallback	low
億萬	x			numeral	heuristic	high
外援	n			cow-single	cow	medium
氣得	u			no-source	fallback	low
爲重	u			no-source	fallback	low
看得出	u			no-source	fallback	low
社會穩定	u			no-source	fallback	low
西寧	u			no-source	fallback	low
南陽	u			no-source	fallback	low
固有	n,v			cow-multi	cow	medium
地市	u			no-source	fallback	low
好久不見	u			no-source	fallback	low
好好學習	u			no-source	fallback	low
替你	u			no-source	fallback	low
營業執照	u			no-source	fallback	low
看那	u			no-source	fallback	low
蒙牛	u			no-source	fallback	low
詹	u			no-source	fallback	low
調查顯示	u			no-source	fallback	low
走下去	u			no-source	fallback	low
這個女人	u			no-source	fallback	low
下圖	u			no-source	fallback	low
不要去	u			no-source	fallback	low
也去	u			no-source	fallback	low
化合物	n			cow-single	cow	medium
各個方面	u			no-source	fallback	low
圓通	u			no-source	fallback	low
浩方	u			no-source	fallback	low
真多	u			no-source	fallback	low
突發事件	u			no-source	fallback	low
第一款	u			no-source	fallback	low
財政局	u			no-source	fallback	low
跟前	u			no-source	fallback	low
開放式	u			no-source	fallback	low
電腦城	u			no-source	fallback	low
中隊	u			no-source	fallback	low
低開	v			verb-suffix	heuristic	medium
傻傻	u			no-source	fallback	low
別看	u			no-source	fallback	low
國道	u			no-source	fallback	low
小妹妹	u			no-source	fallback	low
小紅	u			no-source	fallback	low
爭霸	u			no-source	fallback	low
當地人	u			no-source	fallback	low
眼睛裏	u			no-source	fallback	low
習慣性	u			no-source	fallback	low
與此	u			no-source	fallback	low
舞曲	u			no-source	fallback	low
蠍子	u			no-source	fallback	low
點點滴滴	u			no-source	fallback	low
也都是	u			no-source	fallback	low
侃	u			no-source	fallback	low
圖庫	u			no-source	fallback	low
基礎知識	u			no-source	fallback	low
廣告公司	n			len4-noun-heuristic	heuristic	medium
我軍	u			no-source	fallback	low
文化產業	u			no-source	fallback	low
本單位	u			no-source	fallback	low
香格里拉	u			no-source	fallback	low
主要用於	u			no-source	fallback	low
也只	u			no-source	fallback	low
全球最大	u			no-source	fallback	low
學報	u			no-source	fallback	low
我承認	u			no-source	fallback	low
授	u			no-source	fallback	low
數據包	u			no-source	fallback	low
李先生	u			no-source	fallback	low
至上	n			cow-single	cow	medium
靚麗	u			no-source	fallback	low
不把	u			no-source	fallback	low
我那	u			no-source	fallback	low
明瞭	u			no-source	fallback	low
江澤民	u			no-source	fallback	low
說不清	u			no-source	fallback	low
跳轉	u			no-source	fallback	low
這個網站	u			no-source	fallback	low
亦可	u			no-source	fallback	low
刷機	u			no-source	fallback	low
最受歡迎	u			no-source	fallback	low
有關人士	n			len4-noun-heuristic	heuristic	medium
這一切都	u			no-source	fallback	low
還剩	u			no-source	fallback	low
限於	u			no-source	fallback	low
