literal	scope	current_family	proposed_family	source	evidence	confidence	verdict	review_note
為人作嫁	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
為人師表	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
為仁不富	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
為善最樂	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
為國捐軀	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
為富不仁	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
為德不終	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
為所欲為	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
為時已晚	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
為時過早	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
為民請命	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
為民除害	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
為虎作倀	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
為虎添翼	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
為非作歹	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
烈火乾柴	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
烈火見真金	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
烏七八糟	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
烏合之眾	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
烏煙瘴氣	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
烏飛兔走	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
烘雲託月	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
烜赫一時	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
烽火四起	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
烽火連天	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
焚書坑儒	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
焚琴煮鶴	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
焚膏繼晷	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無中生有	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無事不登三寶殿	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無事生非	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無人之境	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無人問津	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
無仇無怨	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
無以復加	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無以為繼	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
無休無止	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
無依無靠	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無倚無靠	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無傷大雅	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無價之寶	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無冕之王	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
無冤無仇	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
無冬無夏	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無出其右	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
無則加勉	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
無功受祿	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無動於中	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無動於衷	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
無千無萬	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無可厚非	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無可奈何	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
無可奉告	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
無可指責	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
無可救藥	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無可無不可	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無可爭辯	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
無可置疑	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
無可非議	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無名小卒	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
無名英雄	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無地自容	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
無堅不摧	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無大無小	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無奇不有	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無妄之災	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無孔不入	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
無孔不鑽	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無字天書	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
無家可歸	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無巧不成書	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無師自通	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
無庸置疑	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
無影無蹤	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
無往不利	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無往不勝	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無微不至	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無心之失	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
無心之過	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
無怨無悔	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
無恥之徒	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
無情無義	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無惡不作	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
無憂無慮	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無懈可擊	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無所不包	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無所不在	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
無所不為	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無所不用其極	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無所不知	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無所不能	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
無所不至	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
無所事事	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
無所作為	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
無所忌諱	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無所施其技	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無所用心	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無所畏忌	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無所畏懼	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無所遁形	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
無所適從	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無拘無束	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
無拳無勇	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無時無刻	project-pos-expansion		chengyu	china-idiom	external-membership;family-unset	medium	pending	awaiting-review
無機可乘	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
無毒不丈夫	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無法無天	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
無濟於事	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
無牽無掛	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
無獨有偶	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無理取鬧	lexicon-pos-gap		chengyu	china-idiom	external-membership;missing-project-pos	low	pending	awaiting-review
無疾而終	mother-unmatched	idiom		project-pos-mother	no-external-match	low	pending	awaiting-review
無病呻吟	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
無的放矢	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
無私有弊	mother-external-match	idiom	chengyu	china-idiom	external-membership	medium	pending	awaiting-review
