literal	pos	family	voice	source	evidence	confidence	verdict	review_note
百川歸海	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
百年不遇	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
百廢俱興	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
百廢具興	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
百廢待興	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
百廢待舉	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
百弊叢生	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
百思不得其解	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
百思莫解	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
百感交集	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
百折不撓	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
百步穿楊	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
百無一是	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
百無聊賴	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
百發百中	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
百端待舉	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
百聞不如一見	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
百般奉承	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
百裏挑一	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
百計千方	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
百讀不厭	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
百身莫贖	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
百辭莫辯	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
皆大歡喜	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
皇天不負有心人	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
皇天不負苦心人	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
皓首蒼顏	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
皓齒明眸	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
皮笑肉不笑	a	chengyu		china-idiom+agent	state-definition	high	accept	conservative syntax review
盈則必虧	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
盈滿之咎	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
盛氣凌人	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
盜名欺世	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
盡人皆知	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
盡善盡美	a	chengyu		china-idiom+agent	state-definition	high	accept	conservative syntax review
盡如人意	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
盡心竭力	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
盡忠報國	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
盡歡而散	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
盤根問底	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
盤根錯節	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
盤馬彎弓	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
盤龍卧虎	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
目不交睫	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
目不忍睹	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
目不忍見	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
目不忍視	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
目不暇接	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
目不暇給	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
目不轉睛	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
目中無人	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
目光如炬	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
目光如豆	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
目定口呆	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
目怔口呆	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
目挑心招	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
目眩頭昏	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
目睜口呆	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
目瞪口呆	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
目迷五色	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
直捷了當	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
直言無諱	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
直認不諱	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
相依為命	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
相去無幾	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
相差無幾	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
相得益彰	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
相提並論	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
相敬如賓	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
相機而動	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
相機行事	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
相見恨晚	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
相親相愛	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
相逢恨晚	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
省吃儉用	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
眉毛鬍子一把抓	u	chengyu		china-idiom+agent	clause-without-syntax-slot	low	accept	conservative syntax review
眉飛色舞	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
看人眉眼	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
看人行事	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
看破紅塵	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
看菜吃飯	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
真人不露相	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
真才實學	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
真相大白	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
真相畢露	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
真金不怕火煉	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
眷眷之心	n	chengyu		china-idiom+agent	nominal-slot-or-referent	high	accept	conservative syntax review
眼不見心不煩	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
眼不見為淨	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
眼明手快	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
眼穿腸斷	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
眼高手低	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
眾口同聲	r	chengyu		china-idiom+agent	example-adverbial-de	high	accept	conservative syntax review
眾口鑠金	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
眾寡懸殊	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
眾志成城	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
眾怒難犯	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
眾擎易舉	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
眾星拱月	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
眾星捧月	v	chengyu		china-idiom+agent	agent-reviewed-override	high	accept	conservative syntax review
眾星攢月	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
眾目睽睽	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
眾盲摸象	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
眾矢之的	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
眾説紛揉	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
眾説紛紜	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
着三不着兩	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
着手成春	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
睚眥必報	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
睹景傷情	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
睹物思人	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
瞞天大謊	n	chengyu		china-idiom+agent	nominal-slot-or-referent	high	accept	conservative syntax review
瞠目結舌	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
瞠目而視	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
瞬息萬變	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
矇昧無知	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
矜功不立	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
矢志不渝	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
知人善任	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
知人知面不知心	u	chengyu		china-idiom+agent	clause-without-syntax-slot	low	accept	conservative syntax review
知其一不知其二	u	chengyu		china-idiom+agent	clause-without-syntax-slot	low	accept	conservative syntax review
知命之年	n	chengyu		china-idiom+agent	agent-reviewed-override	high	accept	conservative syntax review
知子莫若父	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
知情達理	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
知難而進	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
短中取長	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
短小精悍	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
短綆汲深	u	chengyu		china-idiom+agent	insufficient-syntax-evidence	low	accept	conservative syntax review
